Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
5.212746433133459,3.2166279794867254,21.78484703626924,2.706642784887851,31.052688766394468,33.0365663992196,37.0628681426278
38.38046465340308,25.022626620929074,7.622128130617305,3.805455428249321,39.77995572581353,19.531101196413484,23.51986721887499
23.612930168370433,4.588443616748198,0.571908721524931,14.12908980670163,15.897402853003145,35.933817476376376,12.861829955194333
1.1968761836628405,27.66634791585695,33.420208463436154,31.433431269764785,37.221596767979975,25.27427548586792,3.413381149570347
36.570924485886245,14.560931908531234,22.9607193373106,33.599999361164414,3.336495678020952,12.930361280493445,25.336492056877574
13.679678171960612,22.745413844404414,23.437547134908844,20.85214606616047,28.288568823632904,30.938928096878062,23.024210431058613
35.069439725352105,5.068247447839856,37.683777615930815,36.4269220241343,6.7180390266899535,9.233585777577275,2.1763672390649456
36.01285762771166,34.90674756619938,22.25354358130822,24.518164907048046,38.26742579790892,8.428003544237088,16.410140397819085
10.002021924243326,16.018026326491583,36.98737323097812,0.11738725364708408,27.001584326816367,2.4997714931109036,35.512787140451614
-0.3962462256358138,26.046163553225075,28.895158004533677,29.576898623057822,19.29134101682174,14.923701808370655,28.62452088895351
22.328236576968482,37.392953975488396,12.61818359577061,33.15395992672573,0.22806779366729213,35.556262039565155,22.599275663270273
8.987665846440843,14.870751354397362,-0.09336765458854868,32.403678764692366,2.1802276448234705,2.0375525375543804,13.293874677222126
0.6539366377356653,17.862268325211136,14.048634501178503,32.832524892819535,38.73042751544146,8.653039459714957,24.012075070808454
0.17361847316597073,39.4016859029239,33.321926456074124,6.653124002438648,21.832464361216594,4.505871655643112,3.79544539958355
14.673412379923873,19.72115869871802,12.296631273701179,14.083496460474858,35.20441502476123,17.32772701041515,-0.09225328635484065
7.202670521130126,22.827816015150844,17.014522725591274,10.390551999849146,29.994108550493742,20.657988579382266,1.2800694000797712
8.46442629191145,5.999032370167068,25.805118436800157,0.6490561986550945,7.921020933469965,18.5873364476139,26.955801026642867
29.81285291644548,19.632707446614045,7.314211001367294,37.60604325526753,22.830425008822065,24.000078625255394,1.8604382839285643
15.25744380834188,34.95551945731192,12.050208759627806,28.795494714989314,15.539488719954411,30.40709606547848,1.6691861047134624
12.150539243799082,30.936224847749955,10.758982524935233,1.0400180117825806,12.150703164832722,33.388022737442355,17.465419776134574
16.309076391036612,0.8268489934548569,10.269653272183936,5.119182416637949,26.8430939434526,38.14176533528971,34.5810523649664
24.29882880228456,37.48313528290985,14.934817866979925,23.066467044560202,5.292412048078601,22.62565343122002,30.225129502968603
16.430871988854953,29.428762669982433,30.11375907959516,19.012676096785768,23.710696989699606,4.326441447570938,9.03620972050484
20.290182473187013,12.846982012722947,36.84045002435522,38.453799862139086,21.18108031802462,17.521874435931277,21.295885067077368
17.703880660317154,12.67695749295486,12.647026226884629,1.8364236045327789,12.91054558415323,20.650548778081745,29.88288987152138
33.317414453624856,28.650694894293657,39.45291382217924,26.83654978123362,39.98342767443495,26.482423905175114,30.556007801086352
23.46927271868274,0.5258140644011798,13.788482791559913,0.6261829018714503,22.257939279394954,18.630075100376448,26.306154941787955
28.47669278666496,38.370346461211305,35.286537693617596,27.97400011730835,9.819023196041051,5.181889526386633,34.32796515508615
29.482849361985316,25.808627845749374,2.8502927951608465,32.55419186812029,14.591622523322014,21.630713073674382,23.863452467253595
